team_code,team_name,season,suspicious_reason,percent_players_67_to_71,percent_same_rating,highest_rated_player,highest_ovr,average_ovr,rating_spread,recommended_action
SEA,Seattle Seahawks,1994,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,65.2,John Kasay,77,75,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1995,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,71.9,Todd Peterson,77,75.1,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1996,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,69.8,Todd Peterson,77,75,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SEA,Seattle Seahawks,1998,>=40% share one rating (75); compressed spread (8),0,50.9,Jay Bellamy,81,75.2,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1965,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,51.2,Tommy Davis,77,75,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1966,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,52.4,Tommy Davis,77,75.2,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1967,>=40% share one rating (75); compressed spread (5); no player >=80 (top 78),0,46.8,Tommy Davis,78,75.2,5,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1970,>=40% share one rating (75); compressed spread (8),0,60.5,Mel Phillips,81,75.3,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1971,>=40% share one rating (75); compressed spread (10),0,45.2,Bruce Taylor,83,76,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1972,>=40% share one rating (75); compressed spread (8),0,54.5,Ted Kwalick,81,75.2,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1973,>=40% share one rating (75); compressed spread (10),0,50,Bruce Taylor,83,75.5,10,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1974,>=40% share one rating (76); compressed spread (4); no player >=80 (top 77),0,44.2,Bruce Gossett,77,75.1,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1975,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,60.9,Steve Mike-Mayer,77,75,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1976,>=40% share one rating (75); compressed spread (8),0,58.7,Cleveland Elam,81,75.1,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1977,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,67.3,Ray Wersching,77,75,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1978,>=40% share one rating (75); compressed spread (8),0,70,Ed Galigher,81,75.1,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1979,>=40% share one rating (75); compressed spread (9),0,64.2,Dwight Clark,82,75.3,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1980,>=40% share one rating (75); compressed spread (8),0,52.6,Dwight Hicks,81,75.1,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1981,>=40% share one rating (75); compressed spread (8),0,64.2,Carlton Williamson,81,75.1,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1982,>=40% share one rating (75); compressed spread (8),0,56.4,John Harty,81,75.2,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1983,>=40% share one rating (75); compressed spread (8),0,51.8,Jeff Stover,81,75.1,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1985,>=40% share one rating (75); compressed spread (9),0,57.1,Eric Wright,82,75.4,9,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1986,>=40% share one rating (75); compressed spread (7),0,54.5,Ronnie Lott,80,75.2,7,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1988,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,50.9,Barry Helton,77,74.9,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1990,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,58.2,Mike Cofer,77,75,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1991,>=40% share one rating (75); compressed spread (4); no player >=80 (top 77),0,47.4,Joe Prokop,77,75,4,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1992,>=40% share one rating (76); compressed spread (8),0,43.1,David Whitmore,81,75.5,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1993,>=40% share one rating (75); compressed spread (8),0,45.9,Dana Stubblefield,81,75.2,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1994,>=40% share one rating (75),0,61.1,Deion Sanders,98,75.5,25,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1995,>=40% share one rating (75); compressed spread (8),0,47.4,Merton Hanks,81,75.4,8,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1996,>=40% share one rating (75),0,43.9,Chris Doleman,92,75.6,19,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1997,>=40% share one rating (75),0,44.1,Rod Woodson,95,76,22,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
SF,San Francisco 49ers,1998,>=40% share one rating (75),0,42.9,Chris Doleman,92,75.5,19,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
STL,St. Louis Rams,1965,compressed spread (5); no player >=80 (top 78),0,38.6,Bruce Gossett,78,75.1,5,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
STL,St. Louis Rams,1966,>=40% share one rating (75); compressed spread (5); no player >=80 (top 78),0,54.5,Bruce Gossett,78,75.1,5,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
STL,St. Louis Rams,1967,>=40% share one rating (75); compressed spread (5); no player >=80 (top 78),0,48.8,Bruce Gossett,78,75.2,5,"No action — documented era data gap: the source lacks per-player stats/starts for depth, so bio-only players correctly sit at the position prior. Not a regression."
